# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
14/03/2026 00:00:00,Class A,219016832,55.211800,11.198267,Under way using engine,0.0,0.1,181.1,252,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219016832,55.211800,11.198267,Under way using engine,0.0,0.1,181.1,252,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219016832,55.211800,11.198267,Under way using engine,0.0,0.1,181.1,252,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219001461,55.863555,12.827315,Under way using engine,0.0,0.0,356.9,344,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219113000,55.862050,5.444533,Under way using engine,0.0,9.0,285.6,280,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,538008330,55.900367,10.913567,Under way using engine,0.0,12.3,220.0,219,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,305204000,54.322997,12.006985,Under way using engine,0.0,8.3,304.2,305,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219001149,57.321538,11.126290,Engaged in fishing,,0.0,300.1,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,305204000,54.322997,12.006985,Under way using engine,0.0,8.3,304.2,305,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,636025722,57.679898,9.320993,Under way using engine,0.0,11.8,59.1,58,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,538008330,55.900367,10.913567,Under way using engine,0.0,12.3,220.0,219,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,636025722,57.679898,9.320993,Under way using engine,0.0,11.8,59.1,58,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,277466000,54.576347,10.986410,Under way using engine,1.1,18.7,84.9,85,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,220182000,58.009062,9.596365,Engaged in fishing,,1.9,119.6,194,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,277466000,54.576347,10.986410,Under way using engine,1.1,18.7,84.9,85,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,277466000,54.576347,10.986410,Under way using engine,1.1,18.7,84.9,85,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219017843,57.718945,10.600332,Engaged in fishing,0.0,0.0,310.0,222,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190071,57.110137,8.648378,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219003381,56.805385,10.281848,Engaged in fishing,,0.0,315.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219023313,57.717213,10.590798,Unknown value,0.0,0.0,248.5,230,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219023313,57.717213,10.590798,Unknown value,0.0,0.0,248.5,230,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190071,57.110137,8.648378,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,AtoN,992651045,57.894867,12.038303,Unknown value,,,,,Unknown,Unknown,MISSING,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,538005404,56.724223,12.194193,Under way using engine,0.0,10.4,345.6,341,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190071,57.110137,8.648378,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190071,57.110137,8.648378,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219017769,91.000000,0.000000,Unknown value,,,,,Unknown,XPE4816,ESVAGT FRB 77,SAR,,2,7,GPS,,Unknown,,AIS,6,1,1,1
14/03/2026 00:00:00,Class A,255924000,55.636918,13.014343,Moored,-0.0,0.0,327.9,356,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class B,219029420,54.802033,11.635753,Unknown value,,0.1,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190068,56.447257,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class B,219029420,54.802033,11.635753,Unknown value,,0.1,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219023786,54.923137,14.111132,Under way using engine,0.0,0.2,179.5,297,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class B,219029420,54.802033,11.635753,Unknown value,,0.1,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,220507000,56.697233,8.220250,Engaged in fishing,0.0,0.0,177.8,334,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,314883000,57.182655,8.017615,Under way using engine,0.0,13.9,31.3,29,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2614800,53.981447,14.580337,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219000333,57.713763,10.580272,Under way using engine,,0.3,70.2,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219000333,57.713763,10.580272,Under way using engine,,0.3,70.2,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,AtoN,992111923,54.949617,13.083867,Unknown value,,,,,Unknown,Unknown,BALTIC2 WINDFARM SW,Undefined,,12,8,Surveyed,,Unknown,,AIS,4,4,4,8
14/03/2026 00:00:00,Class A,219024177,56.094560,12.457915,Under way using engine,0.0,0.0,241.6,246,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190068,56.447257,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219024177,56.094560,12.457915,Under way using engine,0.0,0.0,241.6,246,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190068,56.447257,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190068,56.447257,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,219024783,55.471818,8.424285,Under way using engine,0.0,0.0,181.7,175,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190068,56.447257,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190068,56.447257,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Base Station,2190068,56.447257,10.945875,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,220278000,57.656948,11.013020,Engaged in fishing,,7.3,333.3,326,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,218797000,54.446588,11.924277,Under way using engine,-2.9,8.5,272.3,271,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,220278000,57.656948,11.013020,Engaged in fishing,,7.3,333.3,326,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
14/03/2026 00:00:00,Class A,230091950,56.684488,10.836437,Under way using engine,0.0,10.1,100.1,101,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
